"Name","Company","State","City","Salary","Location","Url","Posted Date"
"Project Portfolio Lead"," Siemens PLC  ","IL","Chicago","","Chicago, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=121&ao=344663&s=58&guid=000001672e48ce3a99ce6303ab2d04f0&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_85128172&cb=1542669782711&jobListingId=2950849972"," 5 days ago"
"Seasonal Field Service Engineer"," Siemens PLC  ","IL","Westmont","$66k-$88k","Westmont, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=122&ao=344663&s=58&guid=000001672e48ce3a99ce6303ab2d04f0&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_0695ba76&cb=1542669782712&jobListingId=2952830333"," 4 days ago"
"IT Solutions Architect - Infrastructure & Extra Low Voltage Systems - Building Technologies - Midwest"," Siemens PLC  ","IL","Mount Prospect","$96k-$155k","Mount Prospect, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=123&ao=344663&s=58&guid=000001672e48ce3a99ce6303ab2d04f0&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_fbedfff5&cb=1542669782713&jobListingId=2889602930"," 16 days ago"
"Sales Development Program (Building Technologies)"," Siemens PLC  ","IL","Buffalo Grove","","Buffalo Grove, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=124&ao=344663&s=58&guid=000001672e48ce3a99ce6303ab2d04f0&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_4f44a8bd&cb=1542669782714&jobListingId=2940717920"," 11 days ago"
"Engineering Specialist I - Building Automation - Chicago"," Siemens  ","IL","Mount Prospect","$52k-$78k","Mount Prospect, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=125&ao=182759&s=58&guid=000001672e48ce3a99ce6303ab2d04f0&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_c91bbe93&cb=1542669782715&jobListingId=3025409374"," 5 days ago"
"Field Svc Tech 2"," Siemens  New","IL","Chicago","","Chicago, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=126&ao=182759&s=58&guid=000001672e48ce3a99ce6303ab2d04f0&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_b80450a5&cb=1542669782717&jobListingId=3029720244","7 days ago"
"Engineering Specialist II - Building Automation - Chicago"," Siemens PLC  ","IL","Mount Prospect","$67k-$100k","Mount Prospect, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=127&ao=344663&s=58&guid=000001672e48ce3a99ce6303ab2d04f0&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_6aaa94a1&cb=1542669782718&jobListingId=2983045411"," 12 days ago"
"Application Engineer - HVAC Equipment Controls"," Siemens  ","IL","Buffalo Grove","$67k-$102k","Buffalo Grove, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=128&ao=182759&s=58&guid=000001672e48ce3a99ce6303ab2d04f0&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_b093bd08&cb=1542669782719&jobListingId=3025414726"," 5 days ago"
"IT/OT Business Developer/Sales Specialist - US"," Siemens PLC  ","IL","Chicago","$29-$48 per hour","Chicago, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=129&ao=344663&s=58&guid=000001672e48ce3a99ce6303ab2d04f0&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_b39df7a4&cb=1542669782720&jobListingId=2996158971"," 4 days ago"
"Regional Collaborations Director (Central Region)"," Siemens  ","IL","Philadelphia","","Philadelphia, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=130&ao=182759&s=58&guid=000001672e48ce3a99ce6303ab2d04f0&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_c38edfc0&cb=1542669782722&jobListingId=3025416106"," 5 days ago"
"Production Electronic Technician"," Siemens Manufacturing  ","IL","New Athens","","New Athens, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=201&ao=389725&s=149&guid=000001672e48d0d5bb02250523a4052b&src=GD_JOB_AD&t=SRFJ&extid=4&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_8ef38eca&cb=1542669783343&jobListingId=2893782599"," 14 days ago"
"Senior Electronics Technician"," Siemens Manufacturing  ","IL","New Athens","","New Athens, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=202&ao=389725&s=149&guid=000001672e48d0d5bb02250523a4052b&src=GD_JOB_AD&t=SRFJ&extid=4&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_743b70ad&cb=1542669783344&jobListingId=2893788967"," 14 days ago"
"Warehouse Coordinator - Mount Prospect, IL"," Siemens  ","IL","Mount Prospect","","Mount Prospect, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=201&ao=182759&s=58&guid=000001672e48d0d5b87290c17ab52bcf&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_23747b37&cb=1542669783346&jobListingId=3025409451"," 5 days ago"
"Engineering Specialist I - Building Automation - Chicago"," Siemens  ","IL","Mount Prospect","$52k-$78k","Mount Prospect, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=202&ao=182759&s=58&guid=000001672e48d0d5b87290c17ab52bcf&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_6303fbbd&cb=1542669783347&jobListingId=3025409374"," 5 days ago"
"Operator Production"," Siemens  ","IL","Buffalo Grove","","Buffalo Grove, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=203&ao=182759&s=58&guid=000001672e48d0d5b87290c17ab52bcf&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_eee599af&cb=1542669783348&jobListingId=3014185161"," 15 days ago"
"Fire Alarm Technician - Mount Prospect, IL"," Siemens  ","IL","Mount Prospect","","Mount Prospect, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=204&ao=182759&s=58&guid=000001672e48d0d5b87290c17ab52bcf&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_b1c98894&cb=1542669783349&jobListingId=3025416926"," 5 days ago"
"Enterprise Sales Executive II - Chicago-Detroit"," Siemens  ","IL","Chicago","","Chicago, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=205&ao=182759&s=58&guid=000001672e48d0d5b87290c17ab52bcf&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_ba3318b9&cb=1542669783350&jobListingId=3020516957"," 10 days ago"
"Seasonal Field Service Engineer"," Siemens  ","IL","Westmont","$66k-$88k","Westmont, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=206&ao=182759&s=58&guid=000001672e48d0d5b87290c17ab52bcf&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_0509df14&cb=1542669783352&jobListingId=3020515605"," 10 days ago"
"Technical Support Engineer"," Siemens  ","IL","Buffalo Grove","$57k-$89k","Buffalo Grove, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=207&ao=182759&s=58&guid=000001672e48d0d5b87290c17ab52bcf&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_efe877ec&cb=1542669783353&jobListingId=3014187947"," 15 days ago"
"Training Developer - Building Technologies - Buffalo Grove, IL"," Siemens  ","IL","Buffalo Grove","$47k-$65k","Buffalo Grove, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=208&ao=182759&s=58&guid=000001672e48d0d5b87290c17ab52bcf&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_1221534c&cb=1542669783355&jobListingId=3014189256"," 15 days ago"
"IT/OT Business Developer/Sales Specialist - US"," Siemens  ","IL","Chicago","$29-$48 per hour","Chicago, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=209&ao=182759&s=58&guid=000001672e48d0d5b87290c17ab52bcf&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_598b749f&cb=1542669783356&jobListingId=3020516511"," 10 days ago"
"Field Service Technician (Installations)"," Siemens  ","IL","Chicago","$21-$34 per hour","Chicago, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=210&ao=182759&s=58&guid=000001672e48d0d5b87290c17ab52bcf&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_d14669de&cb=1542669783357&jobListingId=3020514239"," 10 days ago"
"Hemostasis and Hematology Sales Specialist (Central)"," Siemens  ","IL","Chicago","$29-$48 per hour","Chicago, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=211&ao=182759&s=58&guid=000001672e48d0d5b87290c17ab52bcf&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_9940b91a&cb=1542669783359&jobListingId=3014185609"," 15 days ago"
"Automation Controls Engineering Manager - Flexible Location"," Siemens  ","IL","Chicago","$70k-$95k","Chicago, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=212&ao=182759&s=58&guid=000001672e48d0d5b87290c17ab52bcf&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_c88a52d3&cb=1542669783360&jobListingId=3008890091"," 19 days ago"
"Sr Director, Strategic Corporate Accounts Solutions"," Siemens Healthineers  ","IL","Chicago","","Chicago, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=213&ao=287968&s=58&guid=000001672e48d0d5b87290c17ab52bcf&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_6354c4b1&cb=1542669783361&jobListingId=3027230879"," 4 days ago"
"Production Technician 2"," Siemens Healthineers  ","IL","Hoffman Estates","$15-$24 per hour","Hoffman Estates, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=214&ao=287968&s=58&guid=000001672e48d0d5b87290c17ab52bcf&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_198e2145&cb=1542669783362&jobListingId=3025982878"," 4 days ago"
"Materials Support 1"," Siemens Healthineers  ","IL","Hoffman Estates","","Hoffman Estates, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=215&ao=287968&s=58&guid=000001672e48d0d5b87290c17ab52bcf&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_072dce82&cb=1542669783364&jobListingId=3024076585"," 6 days ago"
"Senior SPECT Scientist"," Siemens Healthineers  ","IL","Hoffman Estates","$83k-$118k","Hoffman Estates, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=216&ao=287968&s=58&guid=000001672e48d0d5b87290c17ab52bcf&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_1a68beea&cb=1542669783365&jobListingId=3027507772","7 days ago"
"Materials Logistics Specialist 2"," Siemens Healthineers  ","IL","Hoffman Estates","$40k-$72k","Hoffman Estates, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=217&ao=287968&s=58&guid=000001672e48d0d5b87290c17ab52bcf&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_8d101d4b&cb=1542669783366&jobListingId=3024076523"," 6 days ago"
"Assay Sales Specialist"," Siemens Healthineers  ","IL","Deerfield","$20-$33 per hour","Deerfield, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=218&ao=287968&s=58&guid=000001672e48d0d5b87290c17ab52bcf&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_5a751b1e&cb=1542669783367&jobListingId=3024353162"," 5 days ago"
"Data/Imaging Scientist"," Siemens Healthineers  ","IL","Hoffman Estates","$71k-$101k","Hoffman Estates, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=219&ao=287968&s=58&guid=000001672e48d0d5b87290c17ab52bcf&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_e662791f&cb=1542669783368&jobListingId=2993282379"," 6 days ago"
"Field Svc Tech 2"," Siemens Healthineers  ","IL","Chicago","","Chicago, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=220&ao=287968&s=58&guid=000001672e48d0d5b87290c17ab52bcf&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_c58579d4&cb=1542669783375&jobListingId=3025982811"," 4 days ago"
"Director, Zone Sales -Central Zone (Point of Care)"," Siemens Healthineers  ","IL","Hoffman Estates","$62k-$101k","Hoffman Estates, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=221&ao=287968&s=58&guid=000001672e48d0d5b87290c17ab52bcf&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_075ebd0d&cb=1542669783376&jobListingId=2998006854","7 days ago"
"POC Informatics Sales Specialist (Central Zone)"," Siemens Healthineers  ","IL","Hoffman Estates","$20-$33 per hour","Hoffman Estates, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=222&ao=287968&s=58&guid=000001672e48d0d5b87290c17ab52bcf&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_7bde8099&cb=1542669783377&jobListingId=2998006837","7 days ago"
"Sales Engineer - Low/Medium Voltage"," Siemens PLC  ","IL","Hoffman Estates","$73k-$92k","Hoffman Estates, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=223&ao=344663&s=58&guid=000001672e48d0d5b87290c17ab52bcf&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_afa9080a&cb=1542669783378&jobListingId=2863396563"," 1 day ago"
"Senior Manager, Engineering"," Siemens Healthineers  ","IL","Hoffman Estates","$120k-$158k","Hoffman Estates, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=224&ao=287968&s=58&guid=000001672e48d0d5b87290c17ab52bcf&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_b394a0a8&cb=1542669783379&jobListingId=2952866467"," 4 days ago"
"Project Portfolio Lead"," Siemens PLC  ","IL","Chicago","","Chicago, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=225&ao=344663&s=58&guid=000001672e48d0d5b87290c17ab52bcf&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_72c8bbef&cb=1542669783380&jobListingId=2950849972"," 5 days ago"
"Manufacturing Technician II"," Siemens Healthineers  ","IL","Hoffman Estates","$13-$23 per hour","Hoffman Estates, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=226&ao=287968&s=58&guid=000001672e48d0d5b87290c17ab52bcf&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_8eb46031&cb=1542669783381&jobListingId=2981755084"," 13 days ago"
"OEM Sales Manager"," Siemens Healthineers  ","IL","Hoffman Estates","","Hoffman Estates, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=227&ao=287968&s=58&guid=000001672e48d0d5b87290c17ab52bcf&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_0d9e1c82&cb=1542669783383&jobListingId=2987011534"," 11 days ago"
"Business Development Manager - Fire Safety Services - Building Technologies - Major US"," Siemens PLC  ","IL","Buffalo Grove","$83k-$118k","Buffalo Grove, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=228&ao=344663&s=58&guid=000001672e48d0d5b87290c17ab52bcf&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_7bff2430&cb=1542669783384&jobListingId=2910568616","7 days ago"
"Plant Manager"," Siemens PLC  ","IL","Buffalo Grove","$70k-$128k","Buffalo Grove, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=229&ao=344663&s=58&guid=000001672e48d0d5b87290c17ab52bcf&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_4f8b6700&cb=1542669783385&jobListingId=2973031056"," 19 days ago"
"Systems Analyst Student Intern"," Siemens Healthineers  ","IL","Hoffman Estates","$36k-$70k","Hoffman Estates, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=230&ao=287968&s=58&guid=000001672e48d0d5b87290c17ab52bcf&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_c071a707&cb=1542669783386&jobListingId=2926549762"," 18 days ago"
"Watson Health - Business Analyst Lead"," IBM  ","IL","Chicago","$68k-$108k","Chicago, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=301&ao=182837&s=149&guid=000001672e48d3398d3441e1a726049a&src=GD_JOB_AD&t=SRFJ&extid=4&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_f27882cf&cb=1542669783980&jobListingId=2887956835"," 17 days ago"
"Watson Health - Practice Lead, NM"," IBM  ","IL","Chicago","","Chicago, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=302&ao=182837&s=149&guid=000001672e48d3398d3441e1a726049a&src=GD_JOB_AD&t=SRFJ&extid=4&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_339f34eb&cb=1542669783981&jobListingId=3007882175"," 20 days ago"
"EHS Specialist 3"," Siemens Healthineers  ","IL","Hoffman Estates","$47k-$70k","Hoffman Estates, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=301&ao=287968&s=58&guid=000001672e48d3398818916c1ec6d458&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_caee948d&cb=1542669783983&jobListingId=2916797587"," 24 days ago"
"Junior Software Developer"," Siemens PLC  ","IL","Chicago","$53k-$85k","Chicago, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=302&ao=344663&s=58&guid=000001672e48d3398818916c1ec6d458&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_71b3a71a&cb=1542669783984&jobListingId=2902553355","7 days ago"
"Logistics Specialists B"," Siemens PLC  ","IL","Elgin","$42k-$73k","Elgin, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=303&ao=344663&s=58&guid=000001672e48d3398818916c1ec6d458&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_989643dd&cb=1542669783985&jobListingId=3016802634"," 12 days ago"
"National Operations Manager - Building Technologies"," Siemens PLC  ","IL","Buffalo Grove","$110k-$166k","Buffalo Grove, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=304&ao=344663&s=58&guid=000001672e48d3398818916c1ec6d458&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_1f5a9f57&cb=1542669783987&jobListingId=2998256822","7 days ago"
"Training Specialist - Building Technologies - Buffalo Grove, IL"," Siemens PLC  ","IL","Buffalo Grove","$70k-$106k","Buffalo Grove, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=305&ao=344663&s=58&guid=000001672e48d3398818916c1ec6d458&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_5b9278c9&cb=1542669783987&jobListingId=3021421465"," 9 days ago"
"HR Professional"," Siemens PLC  ","IL","Elgin","","Elgin, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=306&ao=344663&s=58&guid=000001672e48d3398818916c1ec6d458&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_6d4379bd&cb=1542669783989&jobListingId=3010537741"," 18 days ago"
"IT Application Support Specialist - Learning Management System (LMS) - Building Technolgies - Buffalo Grove, IL"," Siemens PLC  ","IL","Buffalo Grove","$49k-$78k","Buffalo Grove, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=307&ao=344663&s=58&guid=000001672e48d3398818916c1ec6d458&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_fd4df45b&cb=1542669783990&jobListingId=3019844985"," 10 days ago"
"Automation Project Specialist"," Siemens Healthineers  ","IL","Chicago","$60k-$88k","Chicago, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=308&ao=287968&s=58&guid=000001672e48d3398818916c1ec6d458&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_d989e493&cb=1542669783992&jobListingId=3002123797"," 26 days ago"
"Support Specialist - Building Automation HVAC Controls - Mount Prospect, IL"," Siemens PLC  ","IL","Mount Prospect","$47k-$83k","Mount Prospect, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=309&ao=344663&s=58&guid=000001672e48d3398818916c1ec6d458&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_e889f10f&cb=1542669783994&jobListingId=2852719020"," 9 days ago"
"Test Design Professional"," Siemens PLC  ","IL","Buffalo Grove","$61k-$88k","Buffalo Grove, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=310&ao=344663&s=58&guid=000001672e48d3398818916c1ec6d458&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_1aecf435&cb=1542669783996&jobListingId=2942911110"," 10 days ago"
"Electrical Engineering Intern"," Siemens Healthineers  ","IL","Hoffman Estates","$55k-$88k","Hoffman Estates, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=311&ao=287968&s=58&guid=000001672e48d3398818916c1ec6d458&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_93faec69&cb=1542669783998&jobListingId=2973031111","7 days ago"
"Senior Electrical Services Specialist - Mount Prospect, IL"," Siemens PLC  ","IL","Mount Prospect","$25-$38 per hour","Mount Prospect, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=312&ao=344663&s=58&guid=000001672e48d3398818916c1ec6d458&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_950817b1&cb=1542669784000&jobListingId=3022687001"," 7 days ago"
"Portfolio Manager - Automation Digital Services - Building Technologies - Major US"," Siemens PLC  ","IL","Buffalo Grove","$87k-$157k","Buffalo Grove, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=313&ao=344663&s=58&guid=000001672e48d3398818916c1ec6d458&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_88dbebe9&cb=1542669784002&jobListingId=3019844980"," 10 days ago"
"Vice President, Total Lab Solutions"," Siemens Healthineers  ","IL","Hoffman Estates","","Hoffman Estates, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=314&ao=287968&s=58&guid=000001672e48d3398818916c1ec6d458&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_0bccffde&cb=1542669784004&jobListingId=2973031214"," 19 days ago"
"Industry Learning Services – Technical Trainer"," Siemens PLC  ","IL","Elk Grove Village","$73k-$110k","Elk Grove Village, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=315&ao=344663&s=58&guid=000001672e48d3398818916c1ec6d458&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_521bd42a&cb=1542669784006&jobListingId=2905595073"," 7 days ago"
"Quality Inspector A"," Siemens PLC  ","IL","Elgin","$15-$28 per hour","Elgin, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=316&ao=344663&s=58&guid=000001672e48d3398818916c1ec6d458&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_6031b82e&cb=1542669784007&jobListingId=3024382564"," 5 days ago"
"VP, Zone Service"," Siemens Healthineers  ","IL","Chicago","","Chicago, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=317&ao=287968&s=58&guid=000001672e48d3398818916c1ec6d458&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_ad453904&cb=1542669784009&jobListingId=3001570548"," 26 days ago"
"Financial Data Scientist - Building Technolgies - Buffalo Grove, IL"," Siemens PLC  ","IL","Buffalo Grove","$111k-$154k","Buffalo Grove, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=318&ao=344663&s=58&guid=000001672e48d3398818916c1ec6d458&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_9ebe8581&cb=1542669784010&jobListingId=2989627314"," 9 days ago"
"Sales Development Program (Building Technologies)"," Siemens PLC  ","IL","Buffalo Grove","","Buffalo Grove, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=319&ao=344663&s=58&guid=000001672e48d3398818916c1ec6d458&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_13d7eac5&cb=1542669784011&jobListingId=2940717920"," 11 days ago"
"Sr. Product Marketing Manager"," Siemens PLC  ","IL","Buffalo Grove","$134k-$174k","Buffalo Grove, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=320&ao=344663&s=58&guid=000001672e48d3398818916c1ec6d458&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_b1495844&cb=1542669784012&jobListingId=3011254586"," 17 days ago"
"Solution Architect - Teamcenter - Major City Central U.S."," Siemens PLC  ","IL","Peoria","$88k-$140k","Peoria, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=321&ao=344663&s=58&guid=000001672e48d3398818916c1ec6d458&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_e34a8502&cb=1542669784014&jobListingId=2915313871"," 26 days ago"
"Technical Sales Support Manager-Mechanical-Gears- Elgin, IL"," Siemens PLC  ","IL","Elgin","$62k-$104k","Elgin, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=322&ao=344663&s=58&guid=000001672e48d3398818916c1ec6d458&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_c90f78ee&cb=1542669784015&jobListingId=2949064980"," 7 days ago"
